timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781609838.000,S02,STAIRS_UP,1457,-179,19982,3,8,0,220,-96,291
1781609838.010,S02,STAIRS_UP,1086,-155,20396,1,-5,3,197,-109,317
1781609838.020,S02,STAIRS_UP,1655,-294,16447,32,-5,-10,223,-93,316
1781609838.030,S02,STAIRS_UP,672,-197,21570,50,-8,2,223,-104,303
1781609838.040,S02,STAIRS_UP,1250,-34,17750,3,23,0,188,-100,294
1781609838.050,S02,STAIRS_UP,603,89,19049,-26,-28,-37,213,-120,307
1781609838.060,S02,STAIRS_UP,121,265,18173,-29,12,3,216,-99,308
1781609838.070,S02,STAIRS_UP,-501,-133,17707,40,76,4,200,-110,300
1781609838.080,S02,STAIRS_UP,2034,-467,19432,-16,-44,-32,182,-102,304
1781609838.090,S02,STAIRS_UP,-256,-202,21831,53,30,16,177,-96,288
1781609838.100,S02,STAIRS_UP,1722,-471,22264,-22,56,-42,210,-104,301
1781609838.110,S02,STAIRS_UP,1157,0,20774,-10,23,-11,204,-97,308
1781609838.120,S02,STAIRS_UP,77,-232,19222,21,21,4,209,-103,293
1781609838.130,S02,STAIRS_UP,1006,132,17938,-15,-26,29,214,-123,302
1781609838.140,S02,STAIRS_UP,400,-375,16854,17,17,20,205,-105,311
1781609838.150,S02,STAIRS_UP,-69,-263,18105,28,31,16,203,-82,297
1781609838.160,S02,STAIRS_UP,891,-358,20635,41,16,-5,197,-85,300
1781609838.170,S02,STAIRS_UP,405,-122,20143,14,18,-5,196,-110,303
1781609838.180,S02,STAIRS_UP,-798,55,19539,-59,0,20,203,-97,290
1781609838.190,S02,STAIRS_UP,438,-34,20776,26,-10,-27,193,-83,304
1781609838.200,S02,STAIRS_UP,655,-605,19739,29,0,-11,198,-118,288
1781609838.210,S02,STAIRS_UP,749,-249,19191,53,-41,30,192,-114,307
1781609838.220,S02,STAIRS_UP,1030,-259,20753,64,74,2,192,-114,298
1781609838.230,S02,STAIRS_UP,970,-14,17405,4,-5,-12,210,-105,298
1781609838.240,S02,STAIRS_UP,427,-398,20318,0,-24,-6,214,-97,289
1781609838.250,S02,STAIRS_UP,624,237,19322,35,39,-11,197,-90,275
1781609838.260,S02,STAIRS_UP,569,-83,21109,-29,-15,28,188,-82,283
1781609838.270,S02,STAIRS_UP,1286,-516,19233,-12,-67,10,191,-94,302
1781609838.280,S02,STAIRS_UP,622,-286,17728,21,10,-22,191,-77,276
1781609838.290,S02,STAIRS_UP,599,-355,19213,29,50,-10,200,-102,327
