timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781610438.000,S03,STAIRS_DOWN,-285,294,18098,-3,14,0,199,-121,310
1781610438.010,S03,STAIRS_DOWN,-480,-123,15778,-24,8,-10,196,-90,319
1781610438.020,S03,STAIRS_DOWN,1091,-257,19265,5,-10,-5,191,-111,313
1781610438.030,S03,STAIRS_DOWN,223,-371,16881,-7,24,1,226,-114,290
1781610438.040,S03,STAIRS_DOWN,-1405,-261,17955,-20,4,12,175,-95,308
1781610438.050,S03,STAIRS_DOWN,-922,-496,16781,52,69,16,204,-106,303
1781610438.060,S03,STAIRS_DOWN,-1336,147,19591,2,-15,7,197,-120,305
1781610438.070,S03,STAIRS_DOWN,-193,318,18004,2,-35,-31,231,-95,304
1781610438.080,S03,STAIRS_DOWN,170,272,12852,-36,-25,-3,211,-89,305
1781610438.090,S03,STAIRS_DOWN,-62,667,16278,-11,-1,-11,191,-104,304
1781610438.100,S03,STAIRS_DOWN,-46,408,17052,-34,8,-3,192,-115,288
1781610438.110,S03,STAIRS_DOWN,-772,296,18334,-36,18,15,191,-100,297
1781610438.120,S03,STAIRS_DOWN,1420,396,21713,35,-37,0,201,-93,296
1781610438.130,S03,STAIRS_DOWN,396,696,20843,-38,11,-5,203,-133,303
1781610438.140,S03,STAIRS_DOWN,582,154,20133,-5,-2,-17,204,-130,290
1781610438.150,S03,STAIRS_DOWN,366,8,17207,-59,-7,22,190,-132,311
1781610438.160,S03,STAIRS_DOWN,-411,-386,11746,-14,-32,-13,211,-113,269
1781610438.170,S03,STAIRS_DOWN,297,355,17646,27,16,2,194,-90,297
1781610438.180,S03,STAIRS_DOWN,-442,-427,18153,-22,5,0,199,-102,308
1781610438.190,S03,STAIRS_DOWN,443,148,19177,15,6,8,184,-109,313
1781610438.200,S03,STAIRS_DOWN,69,286,20856,-55,25,-14,197,-120,276
1781610438.210,S03,STAIRS_DOWN,-672,187,18349,43,-22,9,210,-95,304
1781610438.220,S03,STAIRS_DOWN,-248,48,17588,-5,12,-2,202,-99,287
1781610438.230,S03,STAIRS_DOWN,1151,-37,18647,-19,-12,-16,200,-93,317
1781610438.240,S03,STAIRS_DOWN,-441,-208,14856,-21,2,10,174,-115,285
1781610438.250,S03,STAIRS_DOWN,-371,423,15168,6,-4,3,188,-110,309
1781610438.260,S03,STAIRS_DOWN,-522,15,17826,-2,36,7,206,-104,303
1781610438.270,S03,STAIRS_DOWN,-143,9,15514,8,2,-21,194,-125,314
1781610438.280,S03,STAIRS_DOWN,709,372,17196,-29,-10,10,207,-93,296
1781610438.290,S03,STAIRS_DOWN,-294,-385,16924,14,-4,-5,200,-81,303
1781610438.300,S03,STAIRS_DOWN,278,-116,16338,-31,26,3,186,-90,297
1781610438.310,S03,STAIRS_DOWN,59,9,16147,3,-2,-3,194,-121,291
1781610438.320,S03,STAIRS_DOWN,465,87,15900,-20,26,0,189,-69,306
1781610438.330,S03,STAIRS_DOWN,-1331,238,15903,-16,-14,-14,210,-90,314
1781610438.340,S03,STAIRS_DOWN,58,126,23133,34,2,40,222,-117,304
1781610438.350,S03,STAIRS_DOWN,343,-53,19935,-49,6,-5,252,-95,318
1781610438.360,S03,STAIRS_DOWN,-151,197,16861,-49,0,13,198,-111,286
1781610438.370,S03,STAIRS_DOWN,-1833,281,17587,-43,-1,-2,202,-88,317
1781610438.380,S03,STAIRS_DOWN,-290,194,14041,-26,30,1,220,-90,301
1781610438.390,S03,STAIRS_DOWN,-210,65,18703,20,38,-1,213,-100,318
1781610438.400,S03,STAIRS_DOWN,-216,-211,17921,4,-34,21,202,-110,301
1781610438.410,S03,STAIRS_DOWN,-912,228,17066,-21,-13,5,196,-89,300
1781610438.420,S03,STAIRS_DOWN,98,54,19417,-15,41,3,220,-89,307
1781610438.430,S03,STAIRS_DOWN,131,75,17342,-6,1,25,206,-104,275
1781610438.440,S03,STAIRS_DOWN,419,-82,19665,6,-5,-32,233,-102,304
1781610438.450,S03,STAIRS_DOWN,-671,231,16877,26,35,5,209,-121,309
1781610438.460,S03,STAIRS_DOWN,173,-181,17071,16,54,-12,181,-103,300
1781610438.470,S03,STAIRS_DOWN,-120,191,15251,25,9,3,203,-105,311
1781610438.480,S03,STAIRS_DOWN,-109,-386,19189,14,56,-5,220,-116,316
1781610438.490,S03,STAIRS_DOWN,568,-531,14719,-24,16,-10,187,-96,311
1781610438.500,S03,STAIRS_DOWN,423,45,16022,13,25,9,183,-110,301
1781610438.510,S03,STAIRS_DOWN,-759,-24,16320,24,-4,11,225,-135,296
1781610438.520,S03,STAIRS_DOWN,1929,170,16063,-52,-37,-19,220,-96,306
1781610438.530,S03,STAIRS_DOWN,-932,129,13979,41,-19,4,187,-129,307
1781610438.540,S03,STAIRS_DOWN,21,-168,13411,-42,-25,-10,178,-102,275
1781610438.550,S03,STAIRS_DOWN,-435,55,21948,29,0,9,216,-85,288
1781610438.560,S03,STAIRS_DOWN,-362,354,15066,-28,15,-9,177,-94,295
1781610438.570,S03,STAIRS_DOWN,-629,124,17185,-42,-21,-8,204,-91,301
1781610438.580,S03,STAIRS_DOWN,105,130,20454,24,-2,-7,189,-98,313
1781610438.590,S03,STAIRS_DOWN,1964,29,15032,-21,-23,20,202,-114,294
1781610438.600,S03,STAIRS_DOWN,-258,-450,15932,-8,-29,26,189,-126,294
1781610438.610,S03,STAIRS_DOWN,272,-201,19304,12,11,1,164,-79,287
1781610438.620,S03,STAIRS_DOWN,-521,405,14946,-1,-30,0,214,-82,316
1781610438.630,S03,STAIRS_DOWN,703,-180,13978,14,-10,16,203,-98,305
1781610438.640,S03,STAIRS_DOWN,-225,168,19177,12,19,33,193,-87,300
1781610438.650,S03,STAIRS_DOWN,26,14,15781,2,-39,13,184,-123,298
1781610438.660,S03,STAIRS_DOWN,451,-223,16118,7,7,6,191,-69,294
1781610438.670,S03,STAIRS_DOWN,54,229,17009,-12,-3,-14,207,-94,315
1781610438.680,S03,STAIRS_DOWN,-426,384,16656,12,-12,19,218,-95,335
1781610438.690,S03,STAIRS_DOWN,-801,-184,23177,-1,46,13,197,-111,326
1781610438.700,S03,STAIRS_DOWN,-1234,-176,21342,13,-8,-12,193,-109,301
1781610438.710,S03,STAIRS_DOWN,-808,271,17748,61,-29,-1,199,-91,310
1781610438.720,S03,STAIRS_DOWN,204,185,16382,54,27,2,183,-63,313
1781610438.730,S03,STAIRS_DOWN,-482,-513,16047,-16,-7,-5,188,-88,293
1781610438.740,S03,STAIRS_DOWN,-795,74,18354,32,-30,-16,199,-116,328
1781610438.750,S03,STAIRS_DOWN,804,38,19850,-26,1,-6,220,-100,314
1781610438.760,S03,STAIRS_DOWN,-84,-256,17218,-1,-9,21,190,-70,298
1781610438.770,S03,STAIRS_DOWN,253,-197,13461,16,-4,1,205,-104,306
1781610438.780,S03,STAIRS_DOWN,613,43,19054,-21,-11,0,199,-107,294
1781610438.790,S03,STAIRS_DOWN,-893,-436,17923,7,-22,0,190,-113,297
1781610438.800,S03,STAIRS_DOWN,190,51,14767,31,-21,-38,207,-99,294
1781610438.810,S03,STAIRS_DOWN,863,117,13995,31,4,5,196,-119,274
1781610438.820,S03,STAIRS_DOWN,111,-19,17276,-12,-5,3,203,-88,306
1781610438.830,S03,STAIRS_DOWN,-558,304,16902,8,-23,-7,198,-73,292
1781610438.840,S03,STAIRS_DOWN,977,-248,17756,-37,-24,13,205,-110,280
1781610438.850,S03,STAIRS_DOWN,-685,-66,19193,-5,21,-16,218,-98,319
1781610438.860,S03,STAIRS_DOWN,1836,477,18547,-74,-33,10,214,-96,318
1781610438.870,S03,STAIRS_DOWN,-81,-39,19108,-6,26,-20,193,-94,313
1781610438.880,S03,STAIRS_DOWN,930,138,15336,15,-2,-11,192,-86,325
1781610438.890,S03,STAIRS_DOWN,103,-318,21365,-3,20,2,211,-116,302
1781610438.900,S03,STAIRS_DOWN,522,-174,15061,-7,13,-23,188,-89,301
1781610438.910,S03,STAIRS_DOWN,-432,584,17469,-21,-18,21,188,-124,278
1781610438.920,S03,STAIRS_DOWN,-845,-183,16855,23,-20,-23,173,-72,292
1781610438.930,S03,STAIRS_DOWN,44,-77,16437,52,19,-19,202,-105,282
1781610438.940,S03,STAIRS_DOWN,-611,-96,16576,18,-9,32,201,-113,322
1781610438.950,S03,STAIRS_DOWN,676,95,18863,0,9,-6,196,-100,311
1781610438.960,S03,STAIRS_DOWN,118,-819,19054,3,2,-26,194,-92,306
1781610438.970,S03,STAIRS_DOWN,-620,264,14016,27,-20,9,190,-81,288
1781610438.980,S03,STAIRS_DOWN,-415,178,16131,-30,-30,8,193,-99,300
1781610438.990,S03,STAIRS_DOWN,792,95,12536,-36,45,-7,183,-84,317
1781610439.000,S03,STAIRS_DOWN,1139,11,18065,-40,-45,23,203,-81,293
1781610439.010,S03,STAIRS_DOWN,-845,265,16095,6,-25,3,202,-97,287
1781610439.020,S03,STAIRS_DOWN,-719,271,15818,-45,-9,-26,182,-89,292
1781610439.030,S03,STAIRS_DOWN,-421,129,15762,0,1,36,189,-109,299
1781610439.040,S03,STAIRS_DOWN,234,39,17507,-22,31,-14,207,-112,317
1781610439.050,S03,STAIRS_DOWN,-87,-238,18147,1,10,20,195,-89,289
1781610439.060,S03,STAIRS_DOWN,214,159,15123,63,20,-24,209,-87,323
