timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781610438.000,S03,STAIRS_UP,1310,13,20440,-33,18,8,202,-88,297
1781610438.010,S03,STAIRS_UP,1121,-34,24774,-40,-4,-12,202,-101,302
1781610438.020,S03,STAIRS_UP,313,63,18033,46,38,11,220,-97,307
1781610438.030,S03,STAIRS_UP,460,425,19071,14,-61,24,194,-91,317
1781610438.040,S03,STAIRS_UP,-510,-272,18778,26,30,4,190,-94,296
1781610438.050,S03,STAIRS_UP,1086,-539,14846,-76,51,-6,205,-104,322
1781610438.060,S03,STAIRS_UP,735,-314,19789,43,0,-2,206,-101,303
1781610438.070,S03,STAIRS_UP,779,-139,22084,-28,34,7,208,-100,309
1781610438.080,S03,STAIRS_UP,1128,-363,20507,54,82,-32,202,-96,283
1781610438.090,S03,STAIRS_UP,501,-467,21422,-17,20,-12,181,-117,316
1781610438.100,S03,STAIRS_UP,-100,-117,20447,46,53,15,197,-87,277
1781610438.110,S03,STAIRS_UP,1105,49,20473,-4,-6,-18,191,-101,294
1781610438.120,S03,STAIRS_UP,1014,44,16494,32,34,-10,211,-83,296
1781610438.130,S03,STAIRS_UP,-163,-90,20666,31,-20,23,216,-122,292
1781610438.140,S03,STAIRS_UP,986,151,18588,54,37,-4,206,-79,308
1781610438.150,S03,STAIRS_UP,673,-58,17820,23,-16,-8,208,-102,294
1781610438.160,S03,STAIRS_UP,302,467,15570,-6,72,25,208,-117,309
1781610438.170,S03,STAIRS_UP,-1032,-250,20141,-54,60,20,216,-80,289
1781610438.180,S03,STAIRS_UP,856,334,20283,37,9,6,204,-96,292
1781610438.190,S03,STAIRS_UP,428,-447,22281,-49,0,-4,192,-123,294
1781610438.200,S03,STAIRS_UP,809,-65,18080,-7,76,22,181,-103,307
1781610438.210,S03,STAIRS_UP,-176,292,20507,-39,41,8,195,-101,319
1781610438.220,S03,STAIRS_UP,49,393,15538,14,23,10,178,-94,318
1781610438.230,S03,STAIRS_UP,857,150,22592,35,0,-2,219,-106,304
1781610438.240,S03,STAIRS_UP,-449,-148,20142,-7,32,-16,192,-101,306
1781610438.250,S03,STAIRS_UP,529,-28,20117,45,12,-22,206,-95,298
1781610438.260,S03,STAIRS_UP,79,-495,21054,48,11,-24,201,-92,283
1781610438.270,S03,STAIRS_UP,1058,-639,16318,37,22,5,196,-105,295
1781610438.280,S03,STAIRS_UP,1246,233,17494,42,37,13,214,-118,292
1781610438.290,S03,STAIRS_UP,-150,-26,20328,-2,-6,-20,211,-110,300
1781610438.300,S03,STAIRS_UP,1090,-278,21283,27,-3,-11,192,-102,303
1781610438.310,S03,STAIRS_UP,861,209,18247,-27,28,-21,175,-97,297
1781610438.320,S03,STAIRS_UP,928,-429,18223,-19,-47,16,214,-86,293
1781610438.330,S03,STAIRS_UP,-900,-23,19511,35,-25,6,185,-108,296
1781610438.340,S03,STAIRS_UP,114,-23,17709,5,0,-10,218,-124,308
1781610438.350,S03,STAIRS_UP,389,-99,19756,-8,9,-31,223,-107,300
1781610438.360,S03,STAIRS_UP,-513,-249,23226,-26,-34,0,213,-86,306
1781610438.370,S03,STAIRS_UP,1183,-33,20087,61,47,-14,185,-113,279
1781610438.380,S03,STAIRS_UP,-176,-101,19541,-21,7,-6,198,-109,292
1781610438.390,S03,STAIRS_UP,616,-767,22905,3,29,-21,209,-100,303
1781610438.400,S03,STAIRS_UP,1182,535,16948,69,82,1,183,-88,324
1781610438.410,S03,STAIRS_UP,1214,248,21196,-8,-49,0,182,-115,312
1781610438.420,S03,STAIRS_UP,1023,14,21223,-14,-10,12,201,-137,314
1781610438.430,S03,STAIRS_UP,474,-109,20930,40,-5,0,191,-114,303
1781610438.440,S03,STAIRS_UP,490,-330,20233,37,-6,11,199,-105,304
1781610438.450,S03,STAIRS_UP,1517,-215,22147,34,-7,0,209,-111,306
1781610438.460,S03,STAIRS_UP,812,74,20073,-17,-26,-2,200,-106,295
1781610438.470,S03,STAIRS_UP,2301,-132,22040,14,6,7,186,-97,303
1781610438.480,S03,STAIRS_UP,1425,286,19857,-21,-20,-6,209,-116,279
1781610438.490,S03,STAIRS_UP,745,-220,16514,55,-44,4,233,-76,318
1781610438.500,S03,STAIRS_UP,510,512,17989,-11,35,0,206,-119,292
1781610438.510,S03,STAIRS_UP,1338,12,18154,-36,-46,0,189,-89,289
1781610438.520,S03,STAIRS_UP,224,-70,20744,-39,9,-4,212,-109,313
1781610438.530,S03,STAIRS_UP,281,126,20291,23,-21,10,196,-103,281
1781610438.540,S03,STAIRS_UP,438,-214,22233,40,65,-17,188,-62,294
1781610438.550,S03,STAIRS_UP,107,-28,19923,26,-41,-2,192,-89,299
1781610438.560,S03,STAIRS_UP,541,218,20161,26,18,-13,193,-100,290
1781610438.570,S03,STAIRS_UP,945,208,21401,94,-31,-20,194,-90,313
1781610438.580,S03,STAIRS_UP,534,66,19040,2,-24,-18,212,-113,308
1781610438.590,S03,STAIRS_UP,1112,-385,20193,10,-18,13,197,-103,285
1781610438.600,S03,STAIRS_UP,908,302,17521,54,9,-2,204,-83,289
1781610438.610,S03,STAIRS_UP,-647,-383,20325,-7,-12,12,208,-77,283
