timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781608938.000,S01,STANDING,65,-12,16446,-21,-1,0,197,-100,286
1781608938.010,S01,STANDING,4,111,16190,-8,6,5,198,-101,291
1781608938.020,S01,STANDING,8,52,16315,7,-10,15,186,-109,301
1781608938.030,S01,STANDING,-51,82,16340,20,1,-7,199,-103,301
1781608938.040,S01,STANDING,129,129,16308,-13,-2,9,206,-111,302
1781608938.050,S01,STANDING,35,-12,16445,-18,6,9,191,-97,295
1781608938.060,S01,STANDING,-61,-17,16393,2,5,4,211,-113,311
1781608938.070,S01,STANDING,58,21,16317,0,-1,-1,200,-94,304
1781608938.080,S01,STANDING,97,52,16453,10,12,4,201,-102,312
1781608938.090,S01,STANDING,-55,98,16383,-13,-29,-2,208,-102,296
1781608938.100,S01,STANDING,66,36,16274,-19,-15,0,197,-90,290
1781608938.110,S01,STANDING,0,106,16571,-9,0,-2,206,-114,292
1781608938.120,S01,STANDING,7,21,16442,-21,6,-4,205,-99,301
1781608938.130,S01,STANDING,92,69,16456,20,-1,-7,207,-97,320
1781608938.140,S01,STANDING,16,111,16441,5,17,5,198,-111,306
1781608938.150,S01,STANDING,18,12,16235,1,-11,-2,208,-108,296
1781608938.160,S01,STANDING,88,43,16412,-11,-4,-15,209,-97,291
1781608938.170,S01,STANDING,13,-46,16181,-11,15,1,200,-90,275
1781608938.180,S01,STANDING,-47,89,16315,5,5,0,194,-117,310
1781608938.190,S01,STANDING,59,111,16523,-4,9,14,202,-100,316
1781608938.200,S01,STANDING,28,108,16482,17,9,1,198,-102,291
1781608938.210,S01,STANDING,-59,40,16197,10,36,12,201,-97,311
1781608938.220,S01,STANDING,-40,169,16471,11,13,6,205,-90,308
1781608938.230,S01,STANDING,-40,3,16387,27,-8,-7,193,-99,289
1781608938.240,S01,STANDING,99,40,16436,1,10,0,189,-109,313
1781608938.250,S01,STANDING,163,34,16351,25,28,4,210,-109,312
1781608938.260,S01,STANDING,36,51,16267,5,-2,2,182,-107,306
1781608938.270,S01,STANDING,46,33,16249,-8,2,-6,194,-101,298
1781608938.280,S01,STANDING,-45,105,16222,12,-1,-11,202,-104,311
1781608938.290,S01,STANDING,98,-43,16276,-10,11,2,207,-70,319
1781608938.300,S01,STANDING,-43,113,16514,2,35,-8,220,-114,299
1781608938.310,S01,STANDING,9,-63,16344,2,4,-12,203,-105,313
1781608938.320,S01,STANDING,91,32,16384,-7,1,11,208,-96,307
