timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781609838.000,S02,STANDING,139,70,16782,19,8,-2,219,-91,298
1781609838.010,S02,STANDING,105,28,16440,18,-7,15,195,-94,302
1781609838.020,S02,STANDING,145,3,16671,4,17,-23,193,-99,296
1781609838.030,S02,STANDING,73,-67,16472,11,21,6,193,-95,298
1781609838.040,S02,STANDING,161,73,16470,11,17,0,196,-105,315
1781609838.050,S02,STANDING,74,26,16672,-3,-18,11,199,-90,312
1781609838.060,S02,STANDING,65,23,16633,-4,10,-9,193,-118,304
1781609838.070,S02,STANDING,33,-37,16626,2,-11,-6,200,-101,293
1781609838.080,S02,STANDING,139,-167,16819,-2,17,6,212,-91,301
1781609838.090,S02,STANDING,75,-130,16572,5,0,-1,197,-110,306
1781609838.100,S02,STANDING,84,-121,16525,7,-16,-18,200,-93,308
1781609838.110,S02,STANDING,58,98,16516,7,12,2,209,-107,286
1781609838.120,S02,STANDING,101,47,16289,7,6,3,202,-107,322
1781609838.130,S02,STANDING,113,107,16416,-15,11,-1,185,-103,314
1781609838.140,S02,STANDING,-3,-8,16592,-4,-1,12,186,-117,308
1781609838.150,S02,STANDING,18,37,16478,12,-1,10,198,-101,284
1781609838.160,S02,STANDING,11,15,16376,1,18,2,212,-108,304
1781609838.170,S02,STANDING,186,108,16649,15,-11,0,207,-112,291
1781609838.180,S02,STANDING,5,144,16817,11,-30,13,206,-105,292
1781609838.190,S02,STANDING,-31,-2,16598,15,-3,7,198,-82,301
1781609838.200,S02,STANDING,-8,-10,16523,-5,0,4,196,-103,302
1781609838.210,S02,STANDING,83,24,16620,7,14,-1,212,-85,309
1781609838.220,S02,STANDING,-34,-69,16708,-11,8,4,193,-92,307
1781609838.230,S02,STANDING,141,55,16683,5,13,0,214,-97,305
1781609838.240,S02,STANDING,52,-89,16467,-2,-1,7,200,-125,304
1781609838.250,S02,STANDING,65,15,16428,-2,17,-8,213,-91,300
1781609838.260,S02,STANDING,78,-74,16937,13,12,3,203,-97,303
1781609838.270,S02,STANDING,21,9,16585,22,-3,-1,202,-112,297
1781609838.280,S02,STANDING,45,-30,16588,7,17,-4,204,-115,307
1781609838.290,S02,STANDING,120,21,16452,-21,16,5,211,-85,293
1781609838.300,S02,STANDING,20,-38,16448,5,-10,1,197,-116,287
1781609838.310,S02,STANDING,89,4,16630,9,18,1,202,-107,312
1781609838.320,S02,STANDING,78,149,16474,17,-15,-15,220,-100,295
1781609838.330,S02,STANDING,36,-23,16592,-3,3,0,207,-99,309
1781609838.340,S02,STANDING,142,-57,16598,6,2,-3,207,-93,313
1781609838.350,S02,STANDING,-33,-28,16558,4,-12,0,201,-93,300
1781609838.360,S02,STANDING,59,85,16624,3,-21,1,186,-99,301
1781609838.370,S02,STANDING,3,-58,16424,2,0,12,199,-92,294
1781609838.380,S02,STANDING,16,60,16501,10,5,3,197,-102,299
1781609838.390,S02,STANDING,170,153,16615,-1,8,0,208,-106,306
1781609838.400,S02,STANDING,118,2,16589,0,9,-10,200,-107,305
1781609838.410,S02,STANDING,73,-55,16495,25,-18,-12,198,-95,298
1781609838.420,S02,STANDING,16,-104,16494,-7,2,-11,212,-97,310
1781609838.430,S02,STANDING,39,17,16590,12,10,9,202,-93,310
1781609838.440,S02,STANDING,53,20,16549,8,-12,-15,177,-89,311
1781609838.450,S02,STANDING,34,28,16548,6,-7,-20,212,-111,282
1781609838.460,S02,STANDING,35,146,16627,1,17,0,198,-104,301
1781609838.470,S02,STANDING,25,80,16445,12,6,2,185,-109,311
1781609838.480,S02,STANDING,1,64,16574,21,-15,-10,206,-68,307
1781609838.490,S02,STANDING,-67,70,16761,-1,-3,5,200,-112,293
1781609838.500,S02,STANDING,129,-5,16645,5,-1,-12,211,-90,305
1781609838.510,S02,STANDING,116,-26,16488,0,-2,6,204,-99,289
1781609838.520,S02,STANDING,41,30,16598,-5,-13,4,180,-114,300
1781609838.530,S02,STANDING,74,58,16663,4,-2,-11,190,-114,285
1781609838.540,S02,STANDING,-17,-183,16738,2,-2,5,210,-101,318
1781609838.550,S02,STANDING,79,-35,16446,7,-5,9,190,-101,315
1781609838.560,S02,STANDING,115,114,16548,14,18,-7,217,-87,287
1781609838.570,S02,STANDING,32,88,16522,10,-14,9,204,-119,319
1781609838.580,S02,STANDING,106,7,16494,-1,6,3,200,-84,304
1781609838.590,S02,STANDING,100,112,16693,-12,3,-4,184,-85,306
1781609838.600,S02,STANDING,6,9,16655,16,-6,-4,201,-101,305
1781609838.610,S02,STANDING,73,127,16579,5,-18,2,211,-113,307
1781609838.620,S02,STANDING,33,4,16577,20,-11,4,198,-108,302
1781609838.630,S02,STANDING,-60,159,16658,-11,-5,-5,202,-100,293
1781609838.640,S02,STANDING,116,46,16806,-9,-5,-7,212,-112,301
1781609838.650,S02,STANDING,40,-44,16520,-9,3,-3,205,-93,300
1781609838.660,S02,STANDING,55,-5,16598,0,-7,9,196,-98,305
1781609838.670,S02,STANDING,65,41,16595,5,0,-6,201,-105,324
1781609838.680,S02,STANDING,139,72,16559,5,2,2,211,-78,307
1781609838.690,S02,STANDING,78,55,16760,11,-6,-5,203,-91,298
1781609838.700,S02,STANDING,-6,120,16699,-13,2,-6,225,-109,301
1781609838.710,S02,STANDING,-25,1,16481,22,14,0,193,-88,308
1781609838.720,S02,STANDING,-51,110,16708,15,-6,-9,203,-103,287
1781609838.730,S02,STANDING,99,-24,16591,7,3,-1,201,-97,287
1781609838.740,S02,STANDING,77,4,16787,18,7,-21,205,-88,292
1781609838.750,S02,STANDING,127,47,16575,-5,9,-2,207,-96,297
1781609838.760,S02,STANDING,113,-35,16499,-17,9,-4,206,-78,298
1781609838.770,S02,STANDING,58,54,16572,-4,5,-3,197,-105,295
1781609838.780,S02,STANDING,84,26,16612,13,6,-5,186,-85,316
