timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781610138.0,S03,RUNNING,0.010852320260213764,0.007080078125,1.2956905630849265,0.19850839694656489,0.04580152671755725,0.061068702290076333,199,-105,309
1781610138.01,S03,RUNNING,-0.02889887529967036,0.023193359375,1.264395157401185,0.0382030534351145,-0.007633587786259542,0.1450381679389313,182,-100,289
1781610138.02,S03,RUNNING,-0.012864267274747775,-0.0640869140625,1.072551282170948,-0.7175221374045802,0.32061068702290074,0.06870229007633588,179,-91,292
1781610138.03,S03,RUNNING,0.0013412980096893417,0.0389404296875,1.2493247484505676,0.11453893129770992,0.15267175572519084,-0.2366412213740458,193,-94,283
1781610138.04,S03,RUNNING,0.006767458139796224,-0.03924560546875,1.109680394545251,0.2443099236641221,-0.10687022900763359,-0.030534351145038167,179,-89,289
1781610138.05,S03,RUNNING,0.01908301259239836,-0.0447998046875,1.3194507642933593,0.26721068702290074,0.31297709923664124,-0.17557251908396945,187,-90,301
1781610138.06,S03,RUNNING,-0.005304223947407851,0.005126953125,1.1548308536190761,0.08400458015267176,0.022900763358778626,-0.21374045801526717,204,-94,304
1781610138.07,S03,RUNNING,-0.06560166629207871,-0.00830078125,1.0631930443548387,0.04583664122137405,0.40458015267175573,0.1450381679389313,195,-99,310
1781610138.08,S03,RUNNING,0.005609064404155428,0.015869140625,1.280437850800229,0.30537862595419846,-0.007633587786259542,-0.1297709923664122,191,-109,296
1781610138.09,S03,RUNNING,-0.035422461074068524,-0.05548095703125,1.2880338230535644,0.08400458015267176,-0.32061068702290074,0.22137404580152673,199,-74,302
1781610138.1,S03,RUNNING,-0.021277863880980918,-0.021728515625,1.2806809219123358,0.05347022900763359,0.08396946564885496,0.015267175572519083,205,-92,303
1781610138.11,S03,RUNNING,-0.035422461074068524,0.01409912109375,0.9798804206802569,0.06873740458015268,0.08396946564885496,-0.030534351145038167,191,-106,297
1781610138.12,S03,RUNNING,0.015729767568175006,0.045166015625,0.7340747585623258,-0.15263664122137405,0.1450381679389313,0.29770992366412213,211,-91,316
1781610138.13,S03,RUNNING,-0.01323007582284487,-0.04449462890625,1.0307430508885902,0.015302290076335878,-0.24427480916030533,-0.03816793893129771,215,-94,304
1781610138.14,S03,RUNNING,0.024143364174408148,-0.01580810546875,1.1781049126032956,0.08400458015267176,0.10687022900763359,0.030534351145038167,200,-91,298
1781610138.15,S03,RUNNING,0.04468961095919488,0.01837158203125,1.265306674071585,0.03056946564885496,0.11450381679389313,0.05343511450381679,196,-76,310
1781610138.16,S03,RUNNING,0.0018900108318349812,-0.04559326171875,1.2236807461233075,0.22904274809160305,0.6335877862595419,0.03816793893129771,208,-100,276
1781610138.17,S03,RUNNING,0.03828796136749575,-0.01287841796875,1.1406719613388592,-0.08393435114503817,0.0,-0.08396946564885496,198,-109,306
1781610138.18,S03,RUNNING,-0.023106906621466385,-0.010498046875,1.164614465881372,0.14507328244274809,-0.06870229007633588,-0.1297709923664122,221,-75,317
1781610138.19,S03,RUNNING,-0.0037800216636699625,-0.01123046875,1.249203212894514,-0.08393435114503817,0.0,0.04580152671755725,210,-94,307
1781610138.2,S03,RUNNING,-0.03505665252597143,-0.05474853515625,0.9883271418259658,0.2443099236641221,-0.07633587786259542,0.12213740458015267,194,-93,305
1781610138.21,S03,RUNNING,0.06017550616197182,0.0223388671875,1.2196700727735466,0.30537862595419846,0.183206106870229,-0.0916030534351145,200,-89,303
1781610138.22,S03,RUNNING,0.05371288847892318,-0.025146484375,1.1227454668209877,-0.320575572519084,0.022900763358778626,-0.030534351145038167,202,-91,299
1781610138.23,S03,RUNNING,0.014205565284437118,-0.00653076171875,1.3151970198314915,-0.0534,0.030534351145038167,0.16793893129770993,192,-85,290
1781610138.24,S03,RUNNING,-0.03487374825192288,-0.02972412109375,1.086892477785245,0.02293587786259542,0.15267175572519084,0.015267175572519083,200,-103,294
1781610138.25,S03,RUNNING,0.014754278106582757,0.010986328125,1.2233769072331742,0.12217251908396946,0.03816793893129771,-0.07633587786259542,214,-75,291
1781610138.26,S03,RUNNING,-0.0667600600277195,-0.019287109375,1.3052311042351155,0.20614198473282444,0.030534351145038167,0.061068702290076333,194,-89,312
1781610138.27,S03,RUNNING,0.06407746400834081,-0.0042724609375,1.119828613475707,3.5114503816793416e-05,-0.2748091603053435,0.16030534351145037,195,-70,313
1781610138.28,S03,RUNNING,-0.01646138466436919,-0.01617431640625,1.1342913446460574,-0.3358427480916031,0.40458015267175573,-0.22900763358778625,200,-95,300
1781610138.29,S03,RUNNING,0.07889271020627309,0.02374267578125,1.1716635281324672,0.2366763358778626,-0.2595419847328244,-0.03816793893129771,189,-106,322
1781610138.3,S03,RUNNING,0.009145213702427329,-0.06011962890625,1.1506986447132617,0.15270687022900764,-0.03816793893129771,-0.05343511450381679,203,-77,298
1781610138.31,S03,RUNNING,0.04548219614673858,-0.01904296875,1.1065812378658901,0.19087480916030533,-0.29770992366412213,0.061068702290076333,187,-104,309
1781610138.32,S03,RUNNING,-0.028655002934272297,-0.0377197265625,1.3199976742955994,0.007668702290076336,0.2900763358778626,0.022900763358778626,191,-87,294
1781610138.33,S03,RUNNING,0.026582087828388768,0.00494384765625,1.2937459941880725,-0.08393435114503817,-0.09923664122137404,-0.1984732824427481,194,-88,272
1781610138.34,S03,RUNNING,-0.01323007582284487,-0.02734375,1.2533961895783552,0.16797404580152672,-0.16793893129770993,-0.05343511450381679,220,-91,288
1781610138.35,S03,RUNNING,0.05779775059934072,0.0653076171875,1.1041505267448228,-0.22897251908396946,0.08396946564885496,-0.12213740458015267,207,-98,307
1781610138.36,S03,RUNNING,-0.03164243941039856,-0.0059814453125,1.4477315437076863,-0.6640870229007634,-0.04580152671755725,-0.09923664122137404,193,-106,308
1781610138.37,S03,RUNNING,0.008901341337029267,-0.07867431640625,1.0933338622560733,0.2748442748091603,0.11450381679389313,-0.05343511450381679,196,-89,297
1781610138.38,S03,RUNNING,0.037251503814553985,-0.01666259765625,0.9472481238799284,-0.1984381679389313,0.22900763358778625,0.1984732824427481,203,-103,309
1781610138.39,S03,RUNNING,-0.002194851288582559,-0.0396728515625,1.1206793623680804,0.02293587786259542,0.29770992366412213,-0.13740458015267176,212,-91,278
1781610138.4,S03,RUNNING,0.0005487128221456398,0.03472900390625,1.2018651138117284,0.4504167938931297,0.2824427480916031,-0.1450381679389313,209,-100,281
1781610138.41,S03,RUNNING,0.07651495464364198,0.0079345703125,1.1084042712066906,0.21377557251908397,0.4198473282442748,-0.13740458015267176,183,-90,272
1781610138.42,S03,RUNNING,-0.0204243106020877,-0.01580810546875,1.15750463585225,-0.038132824427480914,0.183206106870229,-0.030534351145038167,203,-79,323
1781610138.43,S03,RUNNING,0.033837290698981115,0.0045166015625,1.0408912698190462,-0.06866717557251908,-0.16793893129770993,-0.015267175572519083,192,-112,286
1781610138.44,S03,RUNNING,0.07133266687893317,-0.0047607421875,1.1259661590564018,-0.24423969465648854,-0.05343511450381679,0.11450381679389313,199,-98,297
1781610138.45,S03,RUNNING,0.016400416573019678,-0.02996826171875,1.1442572602424332,0.25194351145038163,0.0916030534351145,-0.10687022900763359,193,-98,306
1781610138.46,S03,RUNNING,-0.023106906621466385,-0.01788330078125,0.9893601940524194,-0.16790381679389313,-0.16793893129770993,0.10687022900763359,197,-85,289
1781610138.47,S03,RUNNING,0.05334707993082609,-0.0416259765625,1.1146633523434388,-0.22133893129770993,0.030534351145038167,-0.16793893129770993,225,-92,293
1781610138.48,S03,RUNNING,0.011766841630456496,-0.0333251953125,1.1339875057559239,0.05347022900763359,0.2900763358778626,-0.16793893129770993,199,-81,289
1781610138.49,S03,RUNNING,-0.035727301530816095,-0.02447509765625,1.0649553099176126,0.4733175572519084,0.0,0.1297709923664122,205,-88,285
1781610138.5,S03,RUNNING,0.05743194205124363,0.0220947265625,1.0925438811417265,0.03056946564885496,-0.022900763358778626,0.0,202,-92,304
1781610138.51,S03,RUNNING,0.018046555039456597,-0.050537109375,1.4478530792637396,-0.2518732824427481,0.25190839694656486,0.17557251908396945,212,-101,313
1781610138.52,S03,RUNNING,0.004755511125262211,-0.0081787109375,1.0465426731755276,0.12217251908396946,0.4351145038167939,0.061068702290076333,196,-93,285
1781610138.53,S03,RUNNING,-0.005060351582009789,-0.011474609375,1.1502732702670748,0.6946916030534351,0.0,-0.08396946564885496,177,-92,302
1781610138.54,S03,RUNNING,-0.0021338831972330433,-0.06201171875,1.071761301056601,0.5725541984732824,0.030534351145038167,-0.13740458015267176,203,-94,298
