timestamp,subject_id,activity_label,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1781609140.172,S01,STAIRS_DOWN,-0.005615234375,0.01824951171875,0.93316650390625,0.09923664122137404,0.32061068702290074,-0.007633587786259542,30.299999999999997,-11.549999999999999,43.949999999999996
1781609140.182,S01,STAIRS_DOWN,0.0054931640625,0.0208740234375,0.92913818359375,0.183206106870229,-0.08396946564885496,0.0,28.799999999999997,-15.0,43.949999999999996
1781609140.192,S01,STAIRS_DOWN,0.0118408203125,0.01910400390625,0.94659423828125,0.1450381679389313,0.1297709923664122,0.0,30.9,-15.299999999999999,46.8
1781609140.202,S01,STAIRS_DOWN,0.03143310546875,0.0211181640625,0.9705810546875,-0.1450381679389313,0.17557251908396945,0.08396946564885496,29.099999999999998,-15.6,47.4
1781609140.212,S01,STAIRS_DOWN,0.02392578125,0.02276611328125,0.97064208984375,0.1297709923664122,0.19083969465648856,-0.061068702290076333,30.9,-14.399999999999999,43.65
1781609140.222,S01,STAIRS_DOWN,0.01190185546875,0.0283203125,0.994384765625,0.030534351145038167,0.21374045801526717,-0.07633587786259542,29.549999999999997,-14.399999999999999,43.949999999999996
1781609140.232,S01,STAIRS_DOWN,0.026611328125,0.02166748046875,1.04150390625,0.19083969465648856,0.26717557251908397,0.10687022900763359,27.599999999999998,-13.65,46.5
1781609140.242,S01,STAIRS_DOWN,0.01263427734375,0.01434326171875,1.06231689453125,0.3893129770992366,0.183206106870229,-0.03816793893129771,28.65,-16.2,45.6
1781609140.252,S01,STAIRS_DOWN,0.03228759765625,0.0289306640625,1.0799560546875,0.3282442748091603,0.1297709923664122,-0.11450381679389313,29.4,-15.299999999999999,45.9
1781609140.262,S01,STAIRS_DOWN,0.02081298828125,0.01763916015625,1.12261962890625,0.46564885496183206,0.12213740458015267,-0.03816793893129771,31.799999999999997,-12.15,46.199999999999996
1781609140.272,S01,STAIRS_DOWN,0.02301025390625,0.02142333984375,1.1424560546875,0.3816793893129771,0.08396946564885496,-0.022900763358778626,31.2,-14.549999999999999,44.55
1781609140.282,S01,STAIRS_DOWN,0.0323486328125,0.02362060546875,1.17138671875,0.17557251908396945,0.26717557251908397,0.13740458015267176,32.1,-15.149999999999999,45.3
1781609140.292,S01,STAIRS_DOWN,0.01171875,0.02166748046875,1.205322265625,0.030534351145038167,0.061068702290076333,0.08396946564885496,32.1,-16.2,45.3
1781609140.302,S01,STAIRS_DOWN,0.0089111328125,0.02593994140625,1.20391845703125,0.4122137404580153,0.2595419847328244,0.09923664122137404,29.25,-14.25,43.8
1781609140.312,S01,STAIRS_DOWN,0.012451171875,0.02191162109375,1.2237548828125,0.37404580152671757,0.1297709923664122,0.06870229007633588,29.7,-13.5,45.3
1781609140.322,S01,STAIRS_DOWN,0.021484375,0.0137939453125,1.2490234375,0.2748091603053435,0.04580152671755725,0.08396946564885496,29.4,-13.799999999999999,46.65
